Contig	Assembly_with_MEGAHIT/fw0 Mean	Assembly_with_MEGAHIT/fw1 Mean
k141_8769	33.312122	169.89848
k141_19512	7.5254235	34.525425
k141_8770	13.95082	60.614754
k141_19513	69.183334	180.48334
k141_19514	44.14504	408.67175
k141_2304	1.1431417	239.998
k141_19516	0	1.917647
k141_19518	73.333336	232.65152
k141_2305	4.7503977	37.786964
k141_19521	6	17.923077
k141_4350	17.052273	182.35265
k141_8771	28.122946	214.77663
k141_4351	131.32721	336.70587
k141_19522	0.60033727	18.634064
k141_2306	276.7226	1875.6016
k141_2307	8.530303	101.083336
k141_19523	36.227074	447.01746
k141_4352	0	3.5619597
k141_19524	41.909775	351.22556
k141_2310	1155.451	148.16304
k141_19525	15.451128	38.75188
k141_2311	626.55804	209.61975
k141_19528	59.77193	223.36842
k141_4353	174.16563	611.1519
k141_19529	12.983334	199.33333
k141_4354	23.93913	258.9594
k141_4355	77.333336	748.07574
k141_4356	0	2.306636
k141_19530	0	5.0764174
k141_19531	791.404	0
k141_19533	90.33929	148.69643
k141_17326	2609.322	1430.121
k141_19534	0	4.184012
k141_8772	0	50.788216
k141_166	331.9608	367.7571
k141_19535	32.641415	234.80302
k141_17328	8.121711	67.896385
k141_8773	7.3088236	278.1397
k141_19536	820.4701	585.26294
k141_17329	493.3502	462.2218
k141_8776	0	10.202899
k141_168	7449.981	11783.858
k141_19537	0	1.554054
k141_2312	2.2440352	7.979984
k141_17330	6.3237906	20.46693
k141_2313	20.821428	158.8
k141_17333	88.38211	201.8374
k141_19540	2.6310024	4.436394
k141_2315	18.10101	62.666668
k141_17334	50.859955	279.86652
k141_19541	0	20.20822
k141_19543	0.16860466	1.1569767
k141_169	641.02545	1726.1451
k141_170	16.353846	227.24615
k141_2316	2.3451328	44.6177
k141_17335	1154.313	1150.772
k141_172	14.141414	52.439392
k141_19544	57.59186	127.698166
k141_17336	3	3.621951
k141_2317	86.81125	471.3213
k141_19545	88.171875	345.8672
k141_17337	1.9456521	10.597826
k141_2318	7.1454544	65.05454
k141_4357	2.3119576	71.13341
k141_2319	6	105.51128
k141_17338	20.275194	19.472868
k141_19546	1.1985294	68.66912
k141_4358	169.30534	237.2519
k141_17339	58.666668	413.625
k141_19547	10.111888	90.97902
k141_2321	0	4.5638766
k141_4359	8.691176	614.41174
k141_19551	90.388885	372.31482
k141_6467	0	55.557625
k141_6468	0	4.2272725
k141_19552	442.46616	764.3369
k141_174	0	9.899164
k141_19553	76.85	494.505
k141_17340	3190.1973	578.5566
k141_19554	0	17.436363
k141_4360	6.3805103	54.144432
k141_12999	3447.9788	3548.9524
k141_4361	40.55133	455.35742
k141_19555	0	8.305467
k141_13000	19.666666	177.03787
k141_4362	28.167866	446.40768
k141_13001	677.72296	1227.8649
k141_19556	108.534676	0
k141_4363	0	2.8713236
k141_4364	0	2.631313
k141_19557	41.18976	539.04517
k141_19558	133.78847	43.96154
k141_10890	0.0066048056	68.28741
k141_19559	0.780303	50.85606
k141_10891	0	3.0051281
k141_17341	96.74228	679.8251
k141_19561	28	149
k141_13003	0	66.785225
k141_13004	10	139.09836
k141_19562	84.125	663.5917
k141_17342	8.125731	30.538012
k141_19563	32.251907	140.48091
k141_19565	100.28	160.68571
k141_17345	90.02857	143.94286
k141_17346	31.504274	566.1196
k141_13005	553.50397	0
k141_19566	103.77843	1894.7186
k141_17347	0.33939394	42.08687
k141_13006	0.38414633	17.225609
k141_19567	32.4375	421.0893
k141_13007	22.222221	536.5972
k141_19568	2.6265824	44.02532
k141_17348	0	50.50839
k141_17349	0	50.121212
k141_17350	22.766817	25.497757
k141_17351	23.06189	82.24756
k141_17352	50.556522	342.6348
k141_17353	11.582031	142.89453
k141_17355	1.522293	60.63376
k141_17356	104.41007	969.1799
k141_15158	212.21082	0
k141_15159	13.885417	279.21353
k141_15160	17.461538	259.64615
k141_15161	4.62439	44.770733
k141_15162	269.61395	692.1225
k141_10893	3096.254	2706.7134
k141_15163	17.470589	198.1
k141_10894	25.859375	168.28125
k141_15164	0.7804878	98.914635
k141_10896	0	6.5096774
k141_2322	0	62.858067
k141_15165	73.25792	291.69684
k141_15166	48.47328	466.96945
k141_10897	24.885496	115.0458
k141_10899	6.573379	37.34812
k141_2323	0.98943394	3.4166038
k141_15167	67.38497	1849.0724
k141_2324	483.9179	203.10822
k141_15168	0	13.458647
k141_10900	8.921687	157.12651
k141_2325	2.7502365	12.545884
k141_10901	70.4899	232.53535
k141_17357	2.210633	41.98363
k141_8777	3.7462947	10.475864
k141_10902	0	6.2555065
k141_2326	184.04926	1651.8398
k141_10903	12.423913	250.75
k141_8778	1.2371795	9.935898
k141_17359	356.33176	375.77646
k141_2328	0	79.38996
k141_8779	176.5528	306.53415
k141_17360	9.042017	403.83194
k141_2329	4.605263	35.952633
k141_17361	45.25954	109.99236
k141_10907	0	2.851003
k141_2330	0	4
k141_17362	60.94872	46.910255
k141_2331	0	30.967741
k141_10908	68.92776	138.01521
k141_2332	0	4.864865
k141_17364	273.13333	0
k141_10909	22.777779	52.17361
k141_2334	0	14.969697
k141_17365	0	13.190972
k141_175	3.6246793	6.850825
k141_2336	8.493421	141.42763
k141_177	58.313725	442.65686
k141_10911	0	11.072982
k141_2337	208.69585	41.493088
k141_178	0	2.5023148
k141_180	55.707207	526.0045
k141_181	0.3478261	2.6847825
k141_10913	3.6394231	7.144231
k141_17369	180.31851	0
k141_182	858.4551	118.137726
k141_17371	0	17.40625
k141_17373	17.542484	167.35948
k141_8780	2549.1187	1195.5724
k141_183	4294.279	7142.074
k141_8781	43.064606	603.9916
k141_8782	2519.447	833.33105
k141_8784	0.42662117	17.156996
k141_8787	8.943397	53.88679
k141_184	5534.682	9046.078
k141_185	0	51.137585
k141_8788	16.184553	146.73943
k141_8790	0.15166163	16.2429
k141_8791	1.7212121	19.181818
k141_8792	35.88148	142.65926
k141_8793	201.4417	406.57596
k141_186	26.620123	521.6537
k141_17374	3606.7324	3237.2886
k141_8794	3140.0215	2248.0762
k141_17375	0	3.0947866
k141_8795	0.92565054	159.64684
k141_17376	14.879032	144.04033
k141_17377	0	52
k141_8796	9.361111	380.14285
k141_8797	9.366412	64.64122
k141_8799	35.371212	487.31818
k141_8800	2.3821657	33.738853
k141_17378	45.607716	467.74225
k141_8802	0	3.8782609
k141_17379	54.21875	232.125
k141_17380	3389.328	5689.902
k141_17381	0	5.3761907
k141_17382	0	3.2091503
k141_17383	0	3.988212
k141_8803	137.9992	308.72476
k141_17384	7.6630826	14.103943
k141_8806	62.5	25.77381
k141_17385	29.509615	243.5577
k141_8807	50.89916	100.344536
k141_17386	60.53358	333.74252
k141_17387	17.291553	377.30518
k141_4365	0	55.3594
k141_17388	0	3.6857142
k141_4366	2.7058823	16.4
k141_17389	1	13.833333
k141_4367	2.6486487	33.98649
k141_17391	49.44683	1149.8765
k141_17396	1.2406015	15.969925
k141_17398	6.588889	2.788889
k141_17400	2.4497607	37.8756
k141_17401	53.28205	31.333334
k141_17402	28.74436	457.22556
k141_17403	0	9.620689
k141_17404	0	7.9036145
k141_17405	1.7992831	2.2526882
k141_17406	0	42.148937
k141_17407	66.94237	607.2701
k141_17409	99.827774	0
k141_17410	769.9899	0
k141_17411	1.1818181	21.818182
k141_17412	0	5.6992483
k141_17413	13.134831	219.61798
k141_6470	3812.703	6047.646
k141_17414	104.1931	455.10345
k141_6472	0	3.8043265
k141_6473	165.56035	330.90518
k141_6474	0.3776435	4.9154077
k141_6477	28.713568	35.356785
k141_17416	2344.386	2374.216
k141_17418	0	9.218518
k141_17420	54.35606	292.19696
k141_17424	51.365078	334.0476
k141_17427	0	2.2857144
k141_17428	20.10606	122.01515
k141_10914	5.2642374	10.188761
k141_17430	0	2.2446184
k141_10916	139.81525	794.5044
k141_10917	24.722221	12.87037
k141_10918	2.4709897	159.10922
k141_10919	9.863946	269.4762
k141_17431	561.90265	1913.5997
k141_17433	27.305937	216.96803
k141_10922	18.774319	56.089493
k141_10923	1121.0717	1491.1647
k141_10924	30.846626	17.674847
k141_10925	0	8.642756
k141_10926	0	290.5137
k141_19570	3759.1563	5932.847
k141_10927	73.90476	548.7823
k141_15169	694.8714	0
k141_10928	0	74.80423
k141_10929	16.787878	29.977272
k141_10930	19.430233	6.1976743
k141_19573	0	3.475936
k141_15174	0	3.9795918
k141_19574	29.674051	325.05698
k141_10933	3898.896	6372.025
k141_15176	0	0.4923077
k141_10934	0	22.845638
k141_19578	21.496933	57.006134
k141_15177	0	5.5222483
k141_19579	5.4166665	124.19444
k141_15178	0.38289964	34.873608
k141_15179	22.698412	231.53969
k141_15180	29.270916	432.23904
k141_15181	49.631207	71.44326
k141_15182	348.93	144.24
k141_19581	31.892912	108.144066
k141_19582	1.037594	99.56391
k141_19583	97.74216	863.09753
k141_19584	0	0.94957983
k141_17434	3.634847	2.7060995
k141_19587	651.8561	70.18939
k141_17435	0.59090906	42.484848
k141_19588	7.865546	182.28572
k141_17437	4.0990596	56.776176
k141_19589	0	8.08537
k141_19590	412.96008	475.49182
k141_19591	33.304348	198
k141_19592	27.242424	13.621212
k141_19593	45.105263	77.38158
k141_17438	0	85.06952
k141_19595	2.580241	21.311325
k141_17439	0	3.6568143
k141_19596	62.811596	99.99275
k141_19598	21.793333	301.77335
k141_19599	0	6.141844
k141_19600	1.4545455	314.5124
k141_4368	707.83044	0
k141_17441	3395.2017	3520.716
k141_17442	0.35514018	0.45794392
k141_4370	61.842697	604.3296
k141_17443	0	7.554731
k141_17444	7655.8735	12819.949
k141_4371	37.882355	119.97713
k141_4372	84.56701	518.8763
k141_17445	1.6495327	48.233646
k141_4373	154.63358	0
k141_17446	0	10.571428
k141_17447	0	2.3504672
k141_17448	0	4.267281
k141_17449	27.629168	112.4625
k141_4374	0	3.9323375
k141_4375	19.277779	278.62036
k141_17450	82.43248	897.6
k141_17451	2.3502824	20.355932
k141_17452	1656.193	2453.0527
k141_17454	113.59399	384.46616
k141_4376	0	7.2411346
k141_17455	15.323308	44.045113
k141_4377	27.07755	306.50613
k141_17456	217.02856	349.00714
k141_17457	0.36656892	3.3812318
k141_4378	0.8558282	65.87423
k141_17458	4.862069	21.741379
k141_4379	0	3
k141_17459	2.27451	21.869282
k141_17461	8.964103	163.84616
k141_10935	3799.4114	5956.2983
k141_10937	0	28.581081
k141_10938	6.3053436	86.221375
k141_10939	4947.054	7971.2295
k141_10940	57.51938	60.666668
k141_10942	98.38872	496.34796
k141_10944	0.19512194	95.066666
k141_17462	7.018868	409.74243
k141_10945	123.59509	378.773
k141_17463	0	4.3183856
k141_4380	54.857964	200.6148
k141_10947	17.47015	260.08954
k141_17464	3.1452515	25.910614
k141_4381	0	7.294686
k141_10948	111.19504	192.7695
k141_4382	0.2511628	16.093023
k141_17466	1892.7	2786.0667
k141_10949	698.229	83.96183
k141_17468	0	3.7272727
k141_10950	3.748227	453.8688
k141_4383	0	16.91089
k141_17469	2.1666667	76.26515
k141_10951	0	2.1542056
k141_17470	10.861111	229.28703
k141_10952	0	7.8528137
k141_17472	0	80.47955
k141_4385	133.06238	626.4414
k141_10954	74.20611	230.83969
k141_17474	572.5436	697.1385
k141_4386	1.4545455	47.724747
k141_17475	38.17143	17.571428
k141_10956	173.31534	251
k141_10957	0	2.3857567
k141_4387	0	20.075382
k141_10958	0.6666667	27.04386
k141_10959	0	1.7419355
k141_10960	43.666668	175.75
k141_10961	15.44697	70.204544
k141_17476	19.010101	335.3616
k141_4388	41.435867	538.50684
k141_10962	36.773586	55.396225
k141_4389	177.32912	20.215189
k141_10963	4714.661	7481.0576
k141_4390	15.729323	82.77444
k141_4391	1.6111112	53.625
k141_10966	18.369427	207.10828
k141_17477	145.78384	1313.6681
k141_10967	7.672043	43.16129
k141_10968	42.592857	173.47858
k141_17478	62.857143	272.83673
k141_10969	0	1.6213018
k141_4392	29.475445	244.33333
k141_17480	1.2931035	31.91954
k141_10970	0.48756218	4.800995
k141_17481	0	4
k141_17482	0	5.887324
k141_10971	6.8584476	23.310503
k141_10975	18.644737	59.907894
k141_17483	4.392779	631.2396
k141_10976	0.39097744	14.360902
k141_17484	109.14865	70.74324
k141_17486	0	3.7857144
k141_4395	136.91202	297.7556
k141_10979	0	6.0849557
k141_10980	13.303798	106.56962
k141_10983	0	4.2236285
k141_10984	25.5	149.51695
k141_17487	1641.895	923.7158
k141_10985	0	3.251948
k141_13008	3714.5664	5826.982
k141_10986	50.44382	112.10674
k141_17488	0	19.930851
k141_17489	0	3.6758242
k141_10987	84.27699	420.47888
k141_13009	18.97006	258.38922
k141_17490	231.66667	160.90909
k141_10988	52.548386	228.76881
k141_17491	0.5225806	0.5354839
k141_13010	1333.1216	1154.845
k141_17492	0	47.56983
k141_17494	198.4979	471.8059
k141_4397	136.56212	679.2192
k141_17495	5	28.6
k141_4398	3.9849625	329.62405
k141_4399	7	57.943398
k141_17496	7.7042255	92.77465
k141_17497	1.4045801	10.893129
k141_4400	6.1650486	72.66991
k141_4401	150.89598	0
k141_4402	9.180791	38.24859
k141_4403	0	24.156029
k141_17498	3544.1594	2736.0088
k141_17499	27.14394	232.59848
k141_17501	28.441668	118.075
k141_17502	1.4716982	13.18868
k141_4405	273.12274	722.6278
k141_17503	0	41.947052
k141_4406	13.066884	385.57587
k141_4407	39.26433	826.9427
k141_4408	2.6111112	88.048615
k141_17504	78.64115	848.0636
k141_17505	111.5	269.74243
k141_4412	9.253333	45.213333
k141_17506	24.218044	53.75188
k141_4413	4108.582	6595.9453
k141_4414	0	3.2574258
k141_4415	74.29091	233.05455
k141_13014	3197.4912	2980.52
k141_13015	321.51474	525.21967
k141_19602	3687.1628	5851.434
k141_13016	0.82575756	12.901515
k141_13017	37.025806	208.23871
k141_2338	3800.6067	5946.889
k141_19605	41.677418	271.4355
k141_13018	0	3.689655
k141_2339	0	26.953125
k141_13019	0	2.2442396
k141_19606	93.32405	0
k141_19607	0	30.6
k141_19608	426.43137	650.9436
k141_2340	99.958336	1116.7906
k141_19609	850.11536	453.1346
k141_13020	2906.2915	1402.4756
k141_2341	211.42747	230.61832
k141_19610	14.492228	98.04145
k141_2342	2736.641	4300.466
k141_19611	3.0555556	51.511112
k141_2345	0	2.855856
k141_2346	12.885715	117.35714
k141_19613	60.311718	661.818
k141_19614	1.5595855	18.108809
k141_2347	865.96246	355.05878
k141_2348	0	7.249476
k141_2349	0.54683	24.184439
k141_4416	0	66.48847
k141_2350	0.33187774	20.41048
k141_13021	12.493959	153.32281
k141_13022	33.84536	338.31958
k141_13023	38.895733	121.07583
k141_19617	147.8186	246.1395
k141_13025	0	3.3612335
k141_19618	69.891525	674.84406
k141_2351	1.1821561	3.0492566
k141_13026	50.53731	399.71643
k141_19620	85.92466	707.2534
k141_19621	0	4.2173915
k141_2352	2044.7064	812.0778
k141_19623	13.134275	30.33569
k141_2353	17.882353	10
k141_2354	0	13.596491
k141_19624	0	2.287425
k141_2355	47.666668	334.7673
k141_19629	4.1297708	80.58778
k141_2356	0	15.214766
k141_2357	17.766666	112.316666
k141_17509	5.6042547	42.132175
k141_2358	0	84.697365
k141_2359	0	19.774193
k141_19631	176.91573	858.66125
k141_19632	0.5	4.43125
k141_2360	128.06628	357.17236
k141_17511	816.23413	0
k141_17512	96.968994	877.55817
k141_2362	97	526.0582
k141_17513	3	105.818184
k141_2363	0.5473684	33.65263
k141_2364	0	1.6086956
k141_17515	10.984962	141.33083
k141_17516	142.00949	0
k141_2369	341.97888	109.478874
k141_2372	63.42857	648.5564
k141_17519	0	21.710526
k141_4417	8.052847	17.627514
k141_17520	0.5089286	73.20536
k141_2373	9.8	460.58463
k141_17521	42.14312	379.41284
k141_17522	0.48076922	2.7615385
k141_17524	51.10675	80.58242
k141_17525	0	54.723076
k141_17531	13.821428	258.64285
k141_17532	38.698353	663.49725
k141_19633	0.122827575	15.2382345
k141_2375	165.17232	0
k141_17533	38.36893	106.485435
k141_2376	0	20.112299
k141_19634	0.8303965	2.9471366
k141_17534	86.112785	1132.6766
k141_19635	35.186207	147.04138
k141_10989	3813.9978	6311.9004
k141_17535	0	83.48872
k141_2377	5.60709	272.59824
k141_17536	272.33466	392.07968
k141_2379	0	1.57
k141_10990	95.33717	339.87006
k141_19639	29.904854	616.45825
k141_10991	6.4408603	60.27957
k141_19640	50.053032	65.59849
k141_10992	25.62857	117.057144
k141_19641	4.390625	65.8125
k141_17538	8.431517	453.27393
k141_17539	23.914286	45.585712
k141_17542	0.3090909	45.49091
k141_17543	11.670213	201.94681
k141_17544	1.8104575	39.88889
k141_10993	1665.543	1160.2532
k141_19642	0	64.304955
k141_17546	1.304054	15.675675
k141_19643	0	3.2142856
k141_10994	46.031803	451.83038
k141_19644	116.20267	655.46936
k141_19645	34.453487	37.127907
k141_10995	65.83417	449.3216
k141_19646	1267.4261	460.34784
k141_19648	11.368421	265.30826
k141_19650	7.106599	4.253807
k141_19651	5.6308722	5.6375837
k141_19652	48.385963	133.14035
k141_19653	31.382513	170.94536
k141_10997	4938.522	7654.589
k141_19656	2.8235295	32.2549
k141_10998	0.33987862	5.299893
k141_10999	0	1
k141_19657	1.4521033	108.434425
k141_19658	1.310606	9.742424
k141_19659	0	4.0740743
k141_19660	46.84163	186.181
k141_19661	0	18.939394
k141_17548	0	82.75656
k141_19662	1.0526316	22.631578
k141_19663	12.271187	64.81356
k141_19665	20.537037	228.85185
k141_19667	1171.5258	285.13403
k141_17549	2060.2114	1585.5359
k141_19668	0	49.80734
k141_11000	25.649834	369.0667
k141_19669	100.057144	156.59047
k141_17550	16.38193	66.724846
k141_13027	749.6562	0.023940627
k141_11001	8.88	14.72
k141_17551	50.35652	467.7913
k141_19670	2.2325583	20.79402
k141_11002	381.99634	698.48895
k141_19671	2.5735295	178.67647
k141_11004	116.567566	104.054054
k141_13028	0.36065573	19.192251
k141_2381	148.00597	232.23828
k141_19673	1.5684931	35.767124
k141_19674	22.916666	194.65152
k141_13030	0	54.60606
k141_2382	2.840909	4.762987
k141_19676	0	3.1244018
k141_19677	0	92.504585
k141_19678	0	2.8907285
k141_19679	8.853107	207.16385
k141_17552	3213.5815	928.03595
k141_17553	39.413532	147.48872
k141_2384	0	54.81491
k141_17554	143.85075	1351.4379
k141_11005	183.02118	0
k141_17555	96.38521	953.04083
k141_11007	53.67857	116.45
k141_17556	0	3.8743718
k141_19681	1918.7153	1939.8564
k141_11008	19.34091	60.939392
k141_19682	548.42206	182.63878
k141_17557	4.5079365	1.4662699
k141_19683	0.1590214	29.425076
k141_19684	5.672727	90.454544
k141_17558	2075.4592	311.33334
k141_17559	106.754715	17.867924
k141_11010	0	21.06358
k141_17560	74.64	441.46222
k141_11011	4.623037	13.382199
k141_17562	7.726415	92.103775
k141_11012	124.63291	99.08861
k141_13031	4009.369	6343.336
k141_13032	0	28.384615
k141_17564	129.41605	517.3477
k141_13033	9.014286	146
k141_13034	35.72619	100.45238
k141_17565	158.7904	107.671715
k141_13035	72.77311	359.2521
k141_13036	1017.32916	1620.3137
k141_187	767.7811	0.0064756395
k141_13038	54.35443	153.46835
k141_11014	81.64427	1505.4845
k141_188	0.324	7.912
k141_189	50.54321	258.90125
k141_13039	144.07143	276.31955
k141_11016	0	12.2153845
k141_11017	0	2.9371068
k141_13040	31.407822	237.44135
k141_190	199.131	1102.3354
k141_11021	105.32331	102.78195
k141_11022	390.0476	124.828575
k141_13041	369.4651	707.94415
k141_17566	1571.5563	1414.8558
k141_17567	17.517857	9.767858
k141_191	4.585366	64.41268
k141_17568	0.47727272	39.31818
k141_17569	0	2.3651452
k141_192	67.04036	182.78476
k141_17570	26.95708	217.54936
k141_193	15.345912	63.792454
k141_13042	205.47552	1196.6243
k141_194	17.571428	160.51515
k141_13043	987.23755	127.342545
k141_195	129.26852	391.45834
k141_17571	0	266.96988
k141_196	0.30597016	148.63432
k141_11023	11.127344	25.740704
k141_11027	3.7931035	33.91379
k141_17572	4624.069	7372.241
k141_17573	0	0.9066667
k141_11031	6.0916667	184.66667
k141_198	0	43.6187
k141_17574	45.84071	606.646
k141_11032	14.37037	131.77777
k141_201	73.824425	333.64886
k141_17579	3.5873606	78.18216
k141_17581	15.212766	109.319145
k141_202	79.68015	625.1031
k141_203	18.833334	374.12122
k141_11033	3589.343	1070.2096
k141_17582	1	64.85823
k141_17583	0	12.905064
k141_205	82.5627	837.537
k141_17584	80.95556	367.3
k141_17585	45.42353	53.91765
k141_207	0.94134897	94.325516
k141_17586	0.6423358	2.1970804
k141_208	1.3134991	10.366785
k141_210	0.72131145	85.63934
k141_211	1.593985	138.74435
k141_17587	0.8273902	23.236176
k141_17588	0	2.7357724
k141_212	63.251087	176.10109
k141_17591	0.5508982	0.8742515
k141_17592	7.9	205.31111
k141_216	56.804596	33.83908
k141_17593	3.1284404	67.073395
k141_17594	5236.9487	8333.064
k141_218	20.511574	213.01852
k141_17595	27.957758	301.6345
k141_17596	1228.1821	1024.0948
k141_219	4.172371	57.60124
k141_220	1	18.25397
k141_221	72.19811	201.92924
k141_223	0	2.6760564
k141_225	17.125	101.31618
k141_226	217.68735	2845.3748
k141_8808	3764.2593	5933.7695
k141_8809	6106.5337	9343.9
k141_8810	7	41.982143
k141_8811	413.375	325.50595
k141_19685	3606.8804	3774.5884
k141_19686	29.684782	371.19022
k141_19687	61.35374	588.6531
k141_19688	218.43066	54.69343
k141_19689	0	3.7323945
k141_19690	140.98462	1443.777
k141_19691	57.013332	359.76
k141_19692	123.12232	1317.8899
k141_19693	10.415842	35.69307
k141_230	4.983069	7.907879
k141_19695	0.97203946	7.2179275
k141_19696	597.3176	1162.9872
k141_19697	12.927273	179.98788
k141_231	2572.357	273.221
k141_19698	3.5913978	10.397849
k141_19699	27.477272	43.409092
k141_232	0	4.067344
k141_19700	5.51349	1.1932114
k141_19701	112.2623	162.95316
k141_19702	20.067251	50.095028
k141_8812	4.898269	8.098935
k141_13044	188.07022	0
k141_8814	2.4972067	194.73743
k141_8815	4.5729165	59.364582
k141_8816	77.95349	145.98256
k141_234	2409.236	1621.9463
k141_235	111.92105	64.0921
k141_13046	2309.5068	643.4212
k141_8817	3.0136054	547.7483
k141_13047	25.549019	108.31373
k141_237	670.7071	661.25525
k141_8818	28.59582	339.1777
k141_13049	0.8341232	0
k141_8820	34.27721	129.69048
k141_242	0	2.2129629
k141_243	30.12069	49.770115
k141_244	4.2477064	4.1009173
k141_8821	314.73315	2185.1108
k141_245	36.025642	492.32053
k141_246	4.9714284	43.385715
k141_8823	4.97541	0.51229507
k141_247	0	7.8644066
